id,sentence,num_aspect_terms,aspect_terms,at_polarity
2598,yh simply amazing hai।,0,[],[]
3172,maimne total bagel experience ko thoड़aa toasted krke pooraa krtaa hoom~।,1,['bagel'],['positive']
1795,yh kuchh servers ke bhoolne jaisaa thaa ki ve actually vhm~ work kie aur uske lie hang out krnaa aur cool rhne lge।,1,['servers'],['negative']
2992,mujhe yh place first time mem psmd aayaa lekin doubt hai ki kbhii return ho paaoom~gaa।,0,[],[]
3438,Service achchhii hai aur ambience date ke lie yaa group outing ke lie achchhaa hai।,2,"['Service', 'ambience']","['positive', 'positive']"
1276,Money kmaane kaa ek great triikaa hai ki Costco se ek case of snapple buy krem aur uske thiik baahr kevl $2.50 kaa sell kr dem।,1,['case of snapple'],['neutral']
730,yh sb food ke baare mem hai!!,1,['food'],['positive']
1870,Fast service.,1,['service'],['positive']
2367,"is restaurant ko chhoड़ dem, yh ek big disappointment hai।",0,[],[]
1519,"Staff excellent hai, special hai: bar ke piichhe vh girl, european chic haim।",2,"['Staff', 'bar']","['positive', 'neutral']"
2904,"Chicken, beef, aur lamb dishes ke saath lge rho।",3,"['Chicken', 'beef', 'lamb dishes']","['positive', 'positive', 'positive']"
1009,"Service burii thii,  food hmeshaa ke lie aataa hai, hm upper level pr baithe haim।",2,"['Service', 'food']","['negative', 'negative']"
2642,"hm ek menu hai jo kevl ek yaa do specials chhoड़kr vaakii bdlte rhte haim, quality aur care jo ve food mem daalte haim evident haim।  ",4,"['quality', 'care', 'food', 'specials']","['positive', 'positive', 'positive', 'neutral']"
43,hmeshaa tourists se full rhtaa hai (especially kyomki iskii Rockefeller Center se close proximity hai)।,0,[],[]
1460,"Decor achchhaa hai, lekin fine dining kii tulnaa mem jyaadaa causal hai।",1,['Decor'],['conflict']
307,yh restaurant kii times jaane ke lie wonderful place hai aur yh reasonably priced hai।,1,['priced'],['positive']
860,"Bravo, Blue Hill!",0,[],[]
2594,Bedford ave ke right pr hone ke kaarण bhii conveniently located hai। ,0,[],[]
607,meraa friend aur maim village mem walk krte smy is place pr aae।,0,[],[]
1338,"Bottom line: food ke lie B+, service ke lie F।",2,"['food', 'service']","['positive', 'negative']"
1625,"kevl ek chiij jo waiters aapke lie nhiim krte haim, vh hai jb aap jaate haim to apnii chin wipe kr lem।",1,['waiters'],['positive']
2665,yh place avoide krne ke lie hai।,0,[],[]
2009,maim apne next visit ke lie save kr rhaa hoom~।,0,[],[]
988,Food shaandaar hai।,1,['Food'],['positive']
2963,vhm~ wines by the glass ek great accompaniment hai aur aap $30 ke mdr wine ke saath ek king kii trh khaa skte haim।,2,"['wines by the glass', 'wine']","['positive', 'neutral']"
3412,is place kaa ambience correct hai aur usii time aapko guest kii trh feel kraane ke lie ek friend kii trh staff hai।,3,"['place', 'ambience', 'staff']","['positive', 'positive', 'positive']"
1311,Amma kuchh special nhiim haim।,0,[],[]
246,"hm~, Shanghai bhii bhut great hai lekin utnaa good nhiim hai - ve usii amount kaa salt pryog krte haim lekin sweetness ko balance out kie binaa।",1,['salt'],['negative']
1771,"hmaaraa believe kro, hm 15 years se adhik se sushi khaa rhe haim।",1,['sushi'],['neutral']
1913,kisii bhii time aur special occasion ke laayk hai।,0,[],[]
1394,Atmosphere Sripraphai (jyaadaa modern aur sleek) se bhut achchhaa hai।,1,['Atmosphere'],['positive']
226,maim use recommend krtaa hoom~ jo dress up krnaa chaahtaa hai aur lady ko impress krnaa chaahtaa hai।,0,[],[]
3642,"Food outstanding hai aur service teज़ hai, friendly aur bhut professional hai",2,"['Food', 'service']","['positive', 'positive']"
2159,"Bagels hmeshaa warm rhtaa hai, mdr se soft, baahr se crispy aur size mem enormous hai। ",1,['Bagels'],['positive']
1708,"maimne Lucky Stike mem late dinner kiyaa, agr hm ekbaar dekhem to ek joint ke lie ek great name hai।",1,['dinner'],['neutral']
593,"vhm~ gyaa, vo kr diyaa, aur New York, yh utnii bd़ii deal nhiim hai।",0,[],[]
230,Definitely ek year mem ek baar treat krtaa hoom~ ki maim holidays ke aas-paas dekhtaa hoom~!,0,[],[]
1061,Service teज़ aur friendly hai।,1,['Service'],['positive']
3136,ek English speaking staff se।,1,['staff'],['neutral']
947,"kaise bhii, jb tk hm chaahem baith skte the aur chat kr skte the, jo nice thaa।",0,[],[]
1514,aur unke paas bar mem ye homemade potato chips hai jo world mem sbse delicious chiiज़ hai।,2,"['potato chips', 'bar']","['positive', 'neutral']"
3187,A definitely must visit.,0,[],[]
1906,mere husband aur maimne sbhii 6 taste size portions ko enjoy kiyaa aur completely full chhod़ diyaa।,1,['portions'],['positive']
2700,"maim yhm~ ek friend ke saath whim pr gyaa thaa, hm phle kisii aur place pr ge aur ek table nhiim milaa। ",1,['table'],['negative']
2781,hm sbhii ne pasta entre'es khaayaa jo great thaa।,1,['pasta entre'es'],['positive']
2898,"Main course ek average portion thaa, aur kul milaakr decent thaa।",2,"['Main course', 'portion']","['positive', 'neutral']"
1960,hmaare reservation ke lie 20 minutes haim lekin isne hmem cocktails ke lie kuchh time diyaa aur hmaare surroundings aur aaps mem enjoy kiyaa।,3,"['reservation', 'cocktails', 'surroundings']","['negative', 'positive', 'positive']"
706,"bs yaad rkhnaa, jitnaa late tum jaaoge, utnaa long tumhem wait krnaa pड़egaa।",0,[],[]
214,"Waitstaff bhut shaandaar, attentive hai।",1,['Waitstaff'],['positive']
1285,maim neighborhood mem rhtii hoom~ aur regular hoom~।,0,[],[]
560,Dinner menu bhut diverse aur top-notch bhii hai।,1,['Dinner menu'],['positive']
2461,yh sb MODERN CUISINE ke baare mem hai।,1,['CUISINE'],['positive']
3022,"kisii bhii event mem, haalaaki yh thoड़aa pricey side pr thaa, hmem abhii bhii yh restaurant psmd hai aur hm definitely vaaps jaaem~ge।",0,[],[]
2065,maim definitely vaaps jaaoomgaa।,0,[],[]
2468,"mujhe Indian food bhut adhik psmd nhiim hai aur yh delicious thaa, haalaaki aap use equation mem factor krnaa chaahte haim।",1,['Indian food'],['positive']
3558,"Taj mem, vegetarians rejoice kr skte haim sbhii dishes heaven se manna haim।",1,['dishes'],['positive']
2409,aur mujhe service ke terms mem masses se agree krnaa hogaa - delivery unke Achilles' heel pr hai।,2,"['service', 'delivery']","['negative', 'negative']"
3233,meraa boyfriend aur maim ab tk Minnow mem four times jaa chuke haim aur hm lgaataar impressed hote rhe haim।,0,[],[]
2359,"300$ kaa bill thoड़aa steep thaa, lekin experiance shaandaar thaa।",1,['bill'],['negative']
3545,"maim kbhii-kbhii vaaps jaanaa mind nhiim kroomgaa, lekin aas-paas kisii aur ko try kie binaa nhiim।",0,[],[]
2968,"achchhaa ambiance, achchhaa little bar, achchhaa bartender, Francois aur achchhii service hai।",4,"['bar', 'bartender', 'service', 'ambiance']","['positive', 'positive', 'positive', 'positive']"
210,maimne yh restaurant aisaa paayaa jo truly apne patrons kii value krtaa hai।,0,[],[]
382,"Calamari ek shaandaar sauce ke saath aataa hai, aur duck noodles bhii yummy hai।",3,"['Calamari', 'sauce', 'duck noodles']","['positive', 'positive', 'positive']"
1715,maim definitely vaaps jaaoomgaa -- ydi kevl blackboard ke un exotic martinis mem se kuchh kii ho।,1,['martinis'],['positive']
1517,"kuchh reason se place khaalii thaa jb hm mdr ge aur entire evening rhe, maim nhiim smjhaa ki kyom lekin hmem mज़aa aayaa aur aglii baar us area mem rhe to definitely vaaps jaaem~ge।",0,[],[]
611,Simple comfort food haim aur kyaa hot aur large portions haim।,2,"['comfort food', 'portions']","['positive', 'positive']"
2379,lekin maim bs itnaa khnaa chaahoom~gaa maim people ke left kie hue reviews pढ़taa hoom~ aur islie maimne ise check kiyaa।,0,[],[]
1643,"Menu ke do specialty rolls se door rhem, haalaaki - bhut se avocado aur rice aapko quick fill kr dete haim।",4,"['rolls', 'Menu', 'avocado', 'rice']","['negative', 'neutral', 'negative', 'negative']"
2305,"maimne Pizza Gruppo mem kuchh time khaayaa, lekin ज़yaadaatr maimne delivery order diyaa।",0,[],[]
2989,hmem drink refills nhiim milii aur usne hmem dessert kaa option bhii offer nhiim kiyaa। ,2,"['drink refills', 'dessert']","['negative', 'neutral']"
848,shaandaar experience hai।,0,[],[]
2156,Bagels bhii NYC ke lie reasionably priced hai।,2,"['Bagels', 'priced']","['positive', 'positive']"
1966,"ydi aap use handle kr skte haim, to yh business dinner ke lie, friends ke saath fun yaa 2 table ke lie ek shaandaar place hai।",2,"['business dinner', 'table']","['positive', 'positive']"
2088,Decor kuchh sochne ke lie prerit krtii haim। ,1,['Decor'],['negative']
1150,Jimmy is Dominican!,0,[],[]
185,specify bhii krem agr aap spicy food like krte haim - ydi aap aisaa nhiim krte haim to yh bland hai।,1,['food'],['neutral']
1710,"hmaaraa waiter thiik thaa, place bhut hard naa try krte hue usmem achchhaa dikhtaa thaa, lekin un prices mem aapke food se thod़aa adhik expect kiy jaanaa chaahie। ",4,"['waiter', 'place', 'prices', 'food']","['positive', 'positive', 'negative', 'negative']"
2610,Boston se aane pr yh place Cambridge mem Kendall Square mem Emma's Pizza kii trh hai (haalmki unke paas jyaadaa funky toppings haim!) ,1,['toppings'],['positive']
649,"jb mere husband aur maim vhm~ jaate haim, hm $60.00 spend krte haim (LOBSTER TAILS khaate hue UMMMMM khte haim) maim jyaadaa nhiim khtii hoom~, yh aisaa place hai jhm aap kbhii bhii jaaoge to ise aap kbhii nhiim bhoologe, aap apne life time ke Meal ko miss kremge।",3,"['place', 'Meal', 'LOBSTER TAILS']","['positive', 'positive', 'positive']"
3450,"Turnover increase krne ke effort mem, restaurant complementary espresso cup filled with chocolate mousse ke alaavaa koii desserts offer nhiim krtaa hai। ",2,"['espresso cup filled with chocolate mousse', 'desserts']","['positive', 'negative']"
974,"maim is restaurant mem ek dozen times se jyaadaa aa chukaa hoom~ aur jb maim Pho, Lemon grass chicken yaa Beef Cube on rice, ke lie trstaa hoom~, to maim isii place pr aataa hoom~।",3,"['Pho', 'Lemon grass chicken', 'Beef Cube on rice']","['positive', 'positive', 'positive']"
3089,"jii hm~, aur ydi aap Indian oldies film stars ke fan haim, bhut se Indian actors aur actresses ke portraits classic black white mem jismem ki kuchh wall pr sjaane ke lie, maim jaannaa chaahoom~gaa ki unhe kitne obtained kie ge haim।",1,['portraits'],['positive']
647,"Appetizers se lekr main course tk, food shaandaar hai, aur phir nishchit roop se desserts kii, (vaah) aapko jyaadaa need nhiim hogii। ",4,"['food', 'appetizers', 'main course', 'desserts']","['positive', 'positive', 'positive', 'positive']"
2954,Neighborhood achchhaa thaa haalmki islie uskii bjaay doosre restaurant ko dekho।,0,[],[]
378,meraa fish ek incredible curry sauce mem delicious thaa,2,"['fish', 'curry sauce']","['positive', 'positive']"
490,agr aap jyaadaa authentic NYC deli ke anubhv kii search mem haim to Lower East Side mem famous aur historic Katz's Deli ke alaavaa koii aur nhiim hai।,1,['deli'],['positive']
3245,"jbki delivery pr bhii, uske juicy pork buns bhut achchhe haim।",1,['pork buns'],['positive']
1426,yh bhii vhm se hai jhm se maim thaa।,0,[],[]
1992,yhm table pr sculptured iron statue shit sb kuchh sale ke lie hai। ,0,[],[]
414,"Thai food average se lekr good tk thaa, lekin delivery bhyaank thii।",2,"['Thai food', 'delivery']","['positive', 'negative']"
1857,Space achchhaa hai lekin hm apnaa drink order krte time surprise rh jaate the।,2,"['Space', 'drink']","['positive', 'negative']"
164,saaraa place aur treatment hmem ek conveyor belt kii trh praapt hotaa mhsoos huaa।,1,['place'],['negative']
1480,is pizzeria ke khulne tk Joe's Pizza mem sbse best slice huaa krte the।,1,['slice'],['positive']
904,mujhe reality mem aisaa lgaa ki maim jaise maimne Air France se ud़aan bhrii thii aur Paris ke 8vem District mem thaa।,0,[],[]
3094,maimne kbhii aisaa kuchh nhiim khaayaa।,0,[],[]
1717,"hm~, crowd ise thod़aa seriously le sktii hai, lekin aisaa nhiim honaa chaahie। ",0,[],[]
3663,aur unhone house mem ek delicious dessert provide kraayaa thaa।,1,['dessert'],['positive']
3250,"ve phir bhii dark ages mem jii rhe haim aur unke paas answering machine nhiim hai, islie agr aap reservation krnaa chaahte haim to aap limited haim।",1,['reservation'],['negative']
3366,"Food shaandaar hai, rich pastas aur fresh doughy pizza hai।",3,"['Food', 'pastas', 'pizza']","['positive', 'positive', 'positive']"
3073,"Food bhut achchhaa thaa, lekin vh nhiim jise maim is world se baahr consider krumgaa। ",1,['Food'],['positive']
3303,maimne Lobster Bisque khaayaa thaa ismem Main Lobster ke 2 oz the।,2,"['Lobster Bisque', 'Main Lobster']","['positive', 'positive']"
1299,"maim Indian hoom~, aur maimne NY maimne bhut se Indian places try kiyaa hai।",0,[],[]
704,"Pad Thai try krem, yh shaandaar hai aur prices bhut hii cheap haim!",2,"['Pad Thai', 'prices']","['positive', 'positive']"
2488,"Recent Saturday night ko, maim Bread Bar mem 5 ke group ke saath thaa।",0,[],[]
1839,Food shaandaar aur inexpensive hai।,1,['Food'],['positive']
1756,Price bhut hii reasonable hai।,1,['Price'],['positive']
29,"Dessert - missed nhiim kr skte hai, islie room save krem!!!",1,['Dessert'],['positive']
484,"yh little confusing ho sktaa hai ki koii khm~ order krne jaa rhaa hai, lekin ekbaar jb food order ho gyaa, to aap vhm traet ke lie haim।",1,['food'],['positive']
1993,"ek achchhaa sense of humor rkho, ek binaa limit kaa ek American express card, jo lollipop ke saath chltaa hai, hand mem gift bag aur alain dvaaraa show ko road pr utaarne ke lie pryaapt marketing materials ke saath।",0,[],[]
2574,Ingredients organic haim jo mere lie real mem plus haim।,1,['Ingredients'],['positive']
3595,yh itnaa bad thaa ki maimne food ke lie pay krne se refused kr diyaa।,1,['food'],['negative']
1097,maimne is spot ko kisii ko recommend kiyaa jo reasonable prices pr achchhe cuisine enjoy krtaa hai।,2,"['cuisine', 'prices']","['positive', 'positive']"
2844,yh NYC mem ab tk kaa meraa favorite restaurant hai aur maim bs yhii wish krtaa hoom~ ki thoड़aa jyaadaa affordable ho taaki maim aksr jaa skoom~!,0,[],[]
2692,"Staff bhut attentive thaa, ambience pyaaraa, aur food kmaal kaa thaa।",3,"['Staff', 'ambience', 'food']","['positive', 'positive', 'positive']"
2590,"mujhe achchhaa lgtaa hai jb restaurants ko lgtaa hai ki fancy expensive ingrediants kaa upyog cuisine ko shaandaar food bnaataa hai, jbki yh bhii nhiim ptaa ki unhem kaise use krnaa hai।",3,"['ingrediants', 'cuisine', 'food']","['positive', 'positive', 'positive']"
71,Pizza aur wine shaandaar the - aur service bhii -- lekin really mem jo is place ko bnaataa thaa vo backyard dining area thaa।,4,"['Pizza', 'wine', 'service', 'backyard dining area']","['positive', 'positive', 'positive', 'positive']"
1584,FRANKENSTEIN SHOW sbse achchhaa thaa।,0,[],[]
2957,"Waiters achchhe haim, food svaadisht hai aur bill kbhii bhii bhut large nhii aataa hai।",3,"['Waiters', 'food', 'bill']","['positive', 'positive', 'positive']"
2235,"Thai ke fan ke roop mem, maimne NY mem kuchh alg restaurants try kiyaa hai aur yh nishchit roop se worst thaa। ",0,[],[]
3633,"Service shaandaar thii, ve aapko family kii trh treat krte haim।",1,['Service'],['positive']
2696,"hm sbhii ke paas tasting menu thaa aur kuchh doosre reviews se alg, mujhe feel huaa ki vhm kuchh enough food se jyaadaa thaa।",2,"['menu', 'food']","['positive', 'positive']"
2004,"maim bhut special occasion ke lie definitely vaaps jaaoomgaa, lekin regular fine dining ke lie nhiim।",1,['dining'],['neutral']
644,"achchhii trh se vyvhaar krne vaale, pleasant staff jo Tony ke paas uske employee mem hai।",1,['staff'],['positive']
2007,Flavors robust aur koml haim।,1,['Flavors'],['positive']
723,maim yhm apne friend ke birthday ke lie aayaa thaa aur tb se vaaps aa rhaa hoom। ,0,[],[]
314,"kul milaakr kh sktaa hoom~ ki $2 pints happy hours ke dauraan hai aur kuchh cheapest oysters aapko city mem milemge, jbki kuchh kii quality best hogii।  ",2,"['oysters', 'quality']","['positive', 'positive']"
3107,"maim khaane ke lie kbhii bhii table kaa wait nhiim kroomgaa, yh utnaa great nhiim hai।",1,['table'],['neutral']
580,"tiramisu chocolate cake, ke saath conclud kiyaa hai, donom svaadisht the।",1,['tiramisu chocolate cake'],['positive']
1295,Counter service khraab hai।,1,['Counter service'],['negative']
1590,maimne Jekyll aur Hyde pr shaandaar time bitaayaa।,0,[],[]
2701,"yhm~ Service shaandaar thii, food bhii fantastic thaa।",2,"['Service', 'food']","['positive', 'positive']"
2514,"ydii aap neighborhood mem nhiim rhte haim to yh thoड़aa saamaany se alg hai, lekin aapke us trip ke yogy hai।",0,[],[]
1001,"yh shaandaar place towners ko laane ke lie, aur sunset dekhne ke lie perfect hai। ",0,[],[]
906,mere first dinner ke baad se mujhe Orsay 3x mem brunch krne kaa chance milaa hai।,2,"['dinner', 'brunch']","['neutral', 'neutral']"
758,"aap decore ke lie bhut adhik pay kremge, lekin food NY mem any Chinese aur Asian fusion places kii tulnaa mem better yaa worse nhiim hai।",2,"['decore', 'food']","['negative', 'neutral']"
899,Food aur service thiik thaa।,2,"['Food', 'service']","['neutral', 'neutral']"
1349,"ek romantic evening ke lie shaandaar hai, yaa friends ke saath ek fun evening ke lie bhii...",0,[],[]
934,Lamb meat under-cooked aur bilkul CHEWY thaa।,1,['Lamb meat'],['negative']
2199,ab tk kaa best pad thai jo maimne khaayaa hai।,1,['pad thai'],['positive']
188,"Time ke saath, food quality mem kaaphii kmii aaii hai, yh jitnaa hotaa thaa usse bhut km crowded hai, aur service nishchit roop se is reason kaa ek part hai।",2,"['food quality', 'service']","['negative', 'negative']"
1748,shaandaar pizza aur kmaal kii service hai।,2,"['pizza', 'service']","['positive', 'positive']"
949,hm outside baithe the aur waiter ne mujh pr aur merii date pr red wine aur hot tea spill kr dii।  ,4,"['waiter', 'red wine', 'hot tea', 'outside']","['negative', 'neutral', 'neutral', 'neutral']"
390,maim next time kisii oil ke lie nhiim khoom~gaa।,1,['oil'],['negative']
885,"jbki yh bhut cute French way se ek pretty place hai, food insultingly horrible thaa।",2,"['place', 'food']","['positive', 'negative']"
1428,maim vhm lunch ke lie gyaa thaa aur yh utnaa achchhaa nhiim thaa jitnaa maimne read kie hue reviews se expect kiyaa thaa।,1,['lunch'],['neutral']
826,maim vaastv mem nhiim jaantaa thaa ki Grand Central ke main hall ko dekhne vaale restaurant ke lie kyaa expect kiyaa jaae।,0,[],[]
1053,us yucky whipped stuff mem se koii bhii nhiim।,0,[],[]
1639,"Wine list shaandaar nhiim hai, aur desserts ko Bruno's ke street ke niiche se ship kiyaa jaataa hai, jo utnaa good nhiim hai jitnaa huaa krtaa thaa ",2,"['Wine list', 'desserts']","['negative', 'negative']"
1417,maimne ek Lassi order kiyaa aur 4 times usse iske lie poochhaa lekin kbhii nhiim milii।,1,['Lassi'],['neutral']
3159,unkii coffee bhii bhut achchhii hai।,1,['coffee'],['positive']
190,maim is place ko kisii ko bhii recommend nhiim kroomgaa।,0,[],[]
363,"shaandaar wine list (italian), achchhaa food, shuruvaat mem service achchhii thii।",3,"['wine list', 'food', 'service']","['positive', 'positive', 'conflict']"
2856,"is fact ke baavjood ki space large hai, unhomne tables se floor overcrowded kr diyaa।",2,"['space', 'tables']","['positive', 'negative']"
1811,"maim jaantaa hoom~, aap apnii vintage tee shirt aur looking bored dikhaane mem bhut busy the lekin meraa agenda, maim yhm~ khaane aur apne friends kii company ko enjoy krne aur shaandaar experiance kr rhaa hoom~।",0,[],[]
1030,"jaisaa ki service hotaa hai, waitresses niymit roop se friendly nhiim thiim, lekin unhone kaam krvaa diyaa।",2,"['service', 'waitresses']","['conflict', 'conflict']"
2838,"ve km se km mem helpful nhiim haim aur aap is time tk ke aas-paas grand run paaemge, jb tk ki aapke aas-paas kii event date n kevl is place ko chunne kaa pchhtaavaa hogaa, blki hostile bhii ho jaaegaa!",1,['place'],['negative']
3149,maimne usse jo dish request kiyaa thaa use uske finally vaaps laane ke phle mujhe usse three times poochhnaa pd़aa।,1,['dish'],['neutral']
2780,"Normally vh improper hogaa, jbki ve sbhii delicious the aur mere host ne complain nhiim kiyaa।",1,['host'],['neutral']
1782,Taxan delicious!,1,['Taxan'],['positive']
403,"shaayd yh ek off night thaa, lekin yh 9.3 ke lie ek suprisingly average thaa।",0,[],[]
3696,"NYC mem doosre places kii trh aapko jo sandwiches chaahie ve ek triple-decker mem aate haim, yhm~ aapko reasonably-sized portion (aur price) mem vo mil sktaa hai jo aap chaahte haim।",3,"['sandwiches', 'price', 'portion']","['negative', 'positive', 'positive']"
3419,"Southern Indian cuisine vhm~, abhii bhii hai।",1,['Southern Indian cuisine'],['neutral']
468,"Restaurant snobs ke lie preshaan nhiim honaa hai, yh small, aur neighborhood jaisaa place hai।",1,['place'],['positive']
2876,Dozens of times jaa chukaa hoom~ aur experience ko enjoy krne mem kbhii fail nhiim huaa। ,0,[],[]
2655,ve aisaa salad bhii nhiim bnaa skte the jo appealing ho।,1,['salad'],['negative']
3570,Tip vaale do people ke lie $25 bucks se km thaa।,1,['Tip'],['neutral']
2129,Killer Sushi!,1,['Sushi'],['positive']
206,bilkul iske itne packed hone kaa reason hai kyomki food bhut delicious hai।,1,['food'],['positive']
3038,"Staffs utne friendly nhiim hai, lekin taste sbhii ko cover krtaa hai।",2,"['Staffs', 'taste']","['negative', 'positive']"
3365,Jukebox Italian Opera se The Strokes tk sbkuchh play krtaa hai।,1,['Jukebox'],['positive']
3708,aur maim bhut se NYC delis gyaa hoom~।,0,[],[]
2068,yh place hmeshaa packed rhtaa hai।,0,[],[]
1102,ज़yaadaatr time yh lgtaa hai ki ve aapke baare mem care nhiim krte haim।,0,[],[]
2742,Plus unhone ek perfect martini bnaayii hai।,1,['martini'],['positive']
278,maim sure nhiim hoom~ ki maim is food ko yhm~ Indian khoomgaa kyomki yh ek Indian yaa exotic touch ke saath French lgtaa hai।,1,['food'],['neutral']
3183,maimne bhut times thai khaayaa hai aur maim cuisine se bhut familiar hoom~।,1,['cuisine'],['neutral']
817,The waiter was attentive.,1,['waiter'],['positive']
2214,maim city mem is restaurant ko try out krne aayii kyomki ek friend ne ise mere husband ko recommend kiyaa thaa।,0,[],[]
2261,"unke sake list extensive the, lekin hm Purple Haze kii khoj mem the, jo listed nhiim thaa lekin hmaare lie request krne pr bnaayaa gyaa thaa।",2,"['sake list', 'Purple Haze']","['positive', 'conflict']"
2772,"Tables crammed ke kaaphii close hai, menu kisii Italian restaurant jaisaa typical hai, aur wine list simply overpriced hai।",3,"['Tables', 'menu', 'wine list']","['negative', 'neutral', 'negative']"
3458,"kul milaakr ek wonderful experience, vaaps aane kaa wait nhiim kr sktaa hoom~।",0,[],[]
2979,Food vaastv mem aweful thaa।,1,['Food'],['negative']
3344,"B.O.G mem twenty times dining ke baad ab, yh official hai!",0,[],[]
2399,unko free appetizer ke saath served kiyaa gyaa aur lunch ke lie portions shaandaar hai।,4,"['appetizer', 'portions', 'served', 'lunch']","['positive', 'positive', 'neutral', 'neutral']"
3520,Actually space sms lene ke lie hai aur decor intimate dinner ke lie ek tone set krtaa hai।,3,"['space', 'decor', 'dinner']","['positive', 'positive', 'neutral']"
2263,"hm ek friday ko lgbhg 9:30 pr ge aur yh tb tk thod़aa saa died down ho gyaa thaa, islie service bhut great thii!",1,['service'],['positive']
1902,maim aur mere husband donom ne Steak medium order kiyaa।,1,['Steak'],['neutral']
341,"iske alaavaa, rice mem koii seasoning nhiim thaa, islie sushi bland aur disgusting thaa।",3,"['rice', 'sushi', 'seasoning']","['negative', 'negative', 'negative']"
1649,is place pr vaakii fresh sushi aur Japanese classic cuisine kaa ek achchhaa large menu uplbdh hai।,3,"['sushi', 'menu', 'Japanese classic cuisine']","['positive', 'positive', 'positive']"
1195,Sushi average hai aur prices kuchh bhii hai lekin।,2,"['Sushi', 'prices']","['neutral', 'neutral']"
3247,"merii wife aur maimne bhii is spinach ke, Shanghai low main aur dusre attractions kaa aanmd liyaa।",2,"['spinach', 'Shanghai low main']","['positive', 'positive']"
1693,Owner ko is website pr khud ko credit dene ke lie jrur aanaa chaahie।,1,['Owner'],['neutral']
1496,ptaa chlaa ki upstairs full service thii aur baith gyaa।,1,['service'],['positive']
918,I would go back.,0,[],[]
1653,Definitely vaaps aaemge।,0,[],[]
2387,bhut se dim sum orders ke lgbhg 6-8 pieces the।,1,['dim sum orders'],['neutral']
3326,maim sure nhiim hoom~ ki kyom ye reviewers bhut jiit rhe haim।,0,[],[]
3388,ve thai jiivn ke triikom se jiite haim।,0,[],[]
722,"mujhe ambience psmd hai, yh bhut dark aur original hai।",1,['ambience'],['positive']
57,kuchh anokhaa nhiim NYC gimmick theme restaurant hai।,0,[],[]
832,hm Grand Central ko explore kr rhe the aur food court mem khaanaa nhiim chaahte the।,0,[],[]
3685,kul milaakr money ke lie worth nhiim thaa।,1,['money'],['negative']
346,yh place prices ke laayk nhiim hai।,1,['prices'],['negative']
2672,hmne ek drink ke baad chhoड़ diyaa।,1,['drink'],['neutral']
295,jo kuchh bhii huaa vh mediocre bhii nhiim thaa।,0,[],[]
3296,hm last time vhm~ kuchh weeks phle 5pm bje jldii hii ge the aur yh bhut crowded aur noisy thaa।,0,[],[]
1231,ek bagel lo jo bagels city mem sbse achchhaa ho।,1,['bagels'],['positive']
1676,"aap atmosphere ke lie pay kr rhe haim, jo nice hai, lekin Bay Ridge mem kii places pr ho sktaa hai।",1,['atmosphere'],['conflict']
2547,ise Gnochi alla nona bulaayaa jaataa hai aur yh Chef Specials ke niiche miltaa hai।,0,[],[]
72,yh sbse achchhe outdoor restaurant mem se ek hai jise maimne NY mem kbhii dekhaa hai - maim Italy se hoom aur yh place mere country ke logom ko tkkr detii hai।,0,[],[]
3666,"hm, aapko baithne ke lie wait krnaa hogaa aur kyomki yh small hai islie koii waiting area nhiim hai aur bar mem seat poorii trh se le lii gii thii।",4,"['waiting area', 'seat', 'bar', 'wait']","['negative', 'negative', 'neutral', 'negative']"
2210,"pichhle 2 times se maimne yhm~ se order kiyaa ki meraa food bhut spicy thaa ki use mushkil se khaa skaa, aur spice ne dish kaa flavor ko gaayb kr diyaa। ",4,"['food', 'flavor', 'dish', 'spice']","['negative', 'negative', 'negative', 'negative']"
1699,Fried dumplings shaandaar haim।,1,['Fried dumplings'],['positive']
147,is place mem city kii sbse achchhii Chinese style kii BBQ ribs haim।,1,['BBQ ribs'],['positive']
2051,maim yhm~ bhut times aa chukii hoom~ waiters meraa name jaante haim।,1,['waiters'],['neutral']
862,Decor bhut hii simple lekin aaraamdaayk hai।,1,['Decor'],['conflict']
1920,"jb se yh phlii baar East Village mem aayaa hai, tb se maim Tasting Room mem baar-baar aa rhaa hoom aur maim kbhii disappoint nhiim huaa।",0,[],[]
3638,"hmne figure kiyaa ki hmaare paas phle kbhii Argentinian Pizza nhiim thaa, islie hmne vhm apnaa lunch grab kiyaa, ek large Pelligrino ko share krte hue, unke two  specials mem se ek pizza, ek goat cheese doosre blue cheese, aur donom hii excellent the।",6,"['Argentinian Pizza', 'lunch', 'Pelligrino', 'pizza', 'goat cheese', 'blue cheese']","['neutral', 'neutral', 'positive', 'positive', 'positive', 'positive']"
54,Heartland Brewery aapke day ko start yaa finish krne kaa ek shaandaar triikaa hai।,0,[],[]
3088,Kamasutra aur bombay cosmopolitan shaandaar hai aur aapko kuchh hii time mem yh tipsy kr demge।,2,"['Kamasutra', 'bombay cosmopolitan']","['positive', 'positive']"
3364,Williamsburg couples ke lie yh ek perfect date spot hai।,1,['date spot'],['positive']
2083,Dim sum yhm~ kevl so-so hai।,1,['Dim sum'],['neutral']
1245,"Rain ho rhii thii, aur hm figure kiyaa ki kyom nhiim।",0,[],[]
1411,"$6 aur bhut tasty food hai, yh sb fresh aur lgaataar refill kiyaa huaa hai।",1,['food'],['positive']
1566,"bs straight up sstaa, achchhaa food।",1,['food'],['positive']
