id,sentence,#aspect terms,aspect_term,at_polarity
123:1,"ek SSD rkhem aur ek 21"" LCD screen  kaa use krem, yh set up silky smooth hai!",3,"['21"" LCD screen', 'SSD', 'set up']","['neutral', 'neutral', 'positive']"
792:19:00,maimne Apple se siidhe buy krne ke lie people ke bad reviews ko dekhaa aur maim concern thaa lekin maimne apnaa chance liyaa aur maim bhut impress huaa।,0,[],[]
11:1,"Case ab previous generation kii tulnaa mem thod़aa large hai, lekin external power supply kii kmii size mem small increase ko justify krtii hai।",3,"['Case', 'size', 'external power supply']","['negative', 'conflict', 'neutral']"
1009:1,"mujhe iske saath jaane ke lie ek wireless mouse buy krnaa pd़aa, kyomki maim old school hoom aur pad se nphrt krtaa hoom, lekin jaantaa thaa ki isse phle ki maim ise buy kroom, ab yh bhut achchhaa works krtaa hai, keyboard mem adjust hone kii aavshyktaa hai, kyomki maim ek bd़e vaale kaa aadii hoom।",4,"['wireless mouse', 'pad', 'works', 'keyboard']","['neutral', 'negative', 'positive', 'neutral']"
404:1,jb Mac consider kre to total cost of ownership dekhem n kevl initial price tag.,2,"['cost of ownership', 'price tag']","['neutral', 'neutral']"
1020:1,"VGA port, HDMI, ethernet aur 3 USB ports ko include krke saare features haim jo mujhe chaahie the। ",5,"['features', 'VGA port', 'HDMI', 'ethernet', 'USB ports']","['positive', 'neutral', 'neutral', 'neutral', 'neutral']"
540:3,ek bdh़iyaa college too hai!,0,[],[]
271:28:00,is laptop ke baare mem ek hii chiij mujhe naapsmd hai ki computer ke bottom mem grip ke lie rubber pads mile।,1,['rubber pads'],['negative']
264:5,maimne apple ko call kiyaa aur koii solution nhiim hai।,0,[],[]
1143:1,yh price ke lie ek decent computer hai aur ummiid hai ki yh long time tk chlegaa।,1,['price'],['neutral']
29:1,maim vaastv mem happy thaa kyomki Mac store kii apekshaa yh amazon.com pr jyaadaa better price mem hai।,1,['price'],['conflict']
483:6,worst Mac jo mere lie kiyaa gyaa thaa freeze up ho gyaa thaa।,0,[],[]
46:07:00,sbse achchhaa part low heat output aur ultra quiet operation hai।,2,"['heat output', 'operation']","['positive', 'positive']"
264:12:00,maim khud ko aur apne wallet ko kill krn ke lie apple ko pay kr rhaa hoom।,0,[],[]
264:13:00,is TRASH ke lie koii STAR nhiim। [...,0,[],[]
805:1,maim baad mem khud upgrade the ram (kyomki is model ke saath aap ise kr skte haim)।,1,['upgrade the ram'],['positive']
568:1,Price 200 dollars down hai।,1,['Price'],['positive']
75:1,"is Mac Mini mem built-in mic nhiim hai, aur aisaa lgtaa hai ki iskaa Mac OS 10.9 external microphones ko thiik se handle nhiim krtaa hai।",3,"['built-in mic', 'Mac OS 10.9', 'external microphones']","['neutral', 'negative', 'neutral']"
859:1,MBP pr bhut saare features aur shortcuts haim jinhem maim kbhii bhii ek normal PC pr expose nhiim krtaa thaa।,2,"['features', 'shortcuts']","['neutral', 'neutral']"
768:1,"ykiin nhiim thaa ki maim ise like krne jaa rhaa thaa ise bhut km psmd krtaa thaa to mujhe bhut achchhaa lgaa, islie maim ek local best buy pr gyaa aur ek Mac Pro pr IOS system ke saath play kiyaa aur yh poorii trh se unique aur different  thaa।",1,['IOS system'],['positive']
271:10:00,Quietest laptop jo maimne kbhii own kiyaa,0,[],[]
272:10:00,Air mem higher resolution haim lekin fonts small haim।,2,"['resolution', 'fonts']","['positive', 'negative']"
272:22:00,phir se yh sirph meraa  personal honest opinion hai।,0,[],[]
1103:1,agr aapko higher expectations hai ... to maim khiim aur dekhoomgaa।,0,[],[]
862:1,"Mac ke saath working bhut easy hai, bhut saare cool features haim।",2,"['working', 'features']","['positive', 'positive']"
170:6,maim ek logitech c270 buy krne jaa rhaa hoom~।,0,[],[]
234:1,apne purchase se bhut Happy hoom।,0,[],[]
643:1,mujhe brightness aur adjustments psmd haim।,2,"['brightness', 'adjustments']","['positive', 'positive']"
899:1,maim apne macbook pro ke saath bhut HAPPY hoom~!,0,[],[]
164:1,merii ekmaatr wish hai ki is mac mem ek CD/DVD player built in ho।,1,['CD/DVD player'],['neutral']
969:5,kevl ek chiij jo maim miss krtaa hoom vo hai ki mere old Alienware laptop mem backlit keys thiim।,1,['backlit keys'],['negative']
933:1,"kevl ek chiij jo maim miss krtaa hoom vh hai ""Home/End"" type keys aur any chiijem jinkaa maim itne lmbe smy ke baad aadii ho gyaa hoom।",1,"['""Home/End"" type keys']",['neutral']
535:1,"is purchase se bhut happy hoom, maim bs yh wish krtaa hoom ki yh Microsoft Word ke saath aae।",1,['Microsoft Word'],['neutral']
1080:1,yh computer ek high school student kii needs ko pooraa krne ke lie pryaapt se adhik hai।,0,[],[]
1133:1,Laptop ke saath aane vaale sbhii flexibility ke saath mere business ko run kraane ke lie pryaapt memory aur speed hai।,3,"['memory', 'speed', 'flexibility']","['positive', 'positive', 'positive']"
881:4,"Speed, simplicity, design .. yh kisii bhii PC se ek light year aage hai jo maimne kbhii own kiyaa hai।",3,"['Speed', 'simplicity', 'design']","['positive', 'positive', 'positive']"
713:1,mujhe is computer ke baare mem sb kuchh psmd hai।,0,[],[]
793:1,mujhe Dell ultra books aur Apple ke biich decide krnaa sbse tough lgaa।,0,[],[]
390:1,"Battery life excellent hai, display excellent hai, aur downloading apps ek breeze hai।",3,"['Battery life', 'display', 'downloading apps']","['positive', 'positive', 'positive']"
940:1,"Screen, software aur operating system kii smoothness।",3,"['Screen', 'software', 'operating system']","['positive', 'positive', 'positive']"
374:1,"jb hm sbhii crashes aur viruses se joojhte haim, kids computer consistent rhte haim aur islie hmne business ke lie ek buy kiyaa!",0,[],[]
886:1,maim ek computer ko RUN kraanaa nhiim chaahtaa; maim ek computer kaa use krnaa chaahtaa hoom।,0,[],[]
547:16:00,"maimne apnaa couple times drop kiyaa hai, jo slim plastic case cover hai।",1,['slim plastic case'],['neutral']
991:8,maimne ek recovery USB stick bhii bnaaii hai।,1,['recovery USB stick'],['neutral']
785:1,Mac pr switch krne ke lie kii years se PC users hone ke naate maim vaaps nhiim jaaoomgaa।,0,[],[]
311:18:00,"lekin is laptop ke saath, bass bhut weak hai aur sound tinny lg rhaa hai।",2,"['bass', 'sound']","['negative', 'negative']"
635:1,"maim admit krtaa hoom~ ki yh pricy hai, lekin saying is MacBook Pro Laptop ke saath vaastv mem true hai (aap jo bhii pay krte haim vh aapko miltaa hai)।",0,[],[]
84:1,"maimne lgbhg 2005 ke baad se hr generation kaa Mac Minis buy kiyaa haim, aur isne mujhe niraash nhiim kiyaa।",0,[],[]
339:1,"Built quality vaastv mem achchhii hai, maim is product ke baare mem bhut happy aur excited thaa।",1,['Built quality'],['positive']
484:1,maim fast performance bhii psmd kr rhaa hoom।,1,['performance'],['positive']
1038:1,mujhe ise return krnaa pd़aa kyomki yh start bhii nhiim hogaa।,0,[],[]
34:13:00,"iske alaavaa, is Mac Mini mem ek sloppy Bluetooth interface hai (Mac OS ke saujny se) aur range poor hai।",3,"['Bluetooth interface', 'Mac OS', 'range']","['negative', 'negative', 'negative']"
869:0,ek shaandaar laptop pr shaandaar deal!,0,[],[]
1065:41:00,ydi aap door right side se start krte haim aur apne left scroll krte haim to start menu apne aap saamne aa jaaegaa।,1,['start menu'],['neutral']
736:1,Best money jo maimne kbhii spend kiyaa।,0,[],[]
67:1,meraa ekmaatr gripe adhik RAM add krne kii need hogii।,1,['RAM'],['negative']
73:1,lekin maim laptop pr ek aur thousand spend nhiim krnaa chaahtaa thaa kyomki phle se hii ek PC mujhe meraa work provide krtaa hai।,0,[],[]
1107:3,ydi aapke paas touch screen hai to fine hai।,1,['touch screen'],['neutral']
930:1,Apple product kbhii wrong nhiim ho sktaa।,0,[],[]
32:1,"jhm~ tk user type hai - maim games (WoW) se Photoshop tk sb kuchh mem dabble hoom, lekin professionally kuchh bhii nhiim।",2,"['games', 'Photoshop']","['neutral', 'neutral']"
769:1,"yh mere PC kii trh hot nhiim hotaa hai, hmeshaa apnii fingertips pr technology ke saath maim kbhii bhii bhool jaataa hoom ki maim kuchh kaise kr sktaa hoom bs ise Google krem।",0,[],[]
997:12:00,maimne WLAN card ko inside re-seat kiyaa aur LAN device drivers ko phir se re-install kiyaa।,2,"['WLAN card', 'LAN device drivers']","['neutral', 'neutral']"
934:1,"yh ab tk market mem kisii bhii computer ko beat kr detaa hai, achchhii trh se built hai, battery life AMAZING hai।",2,"['built', 'battery life']","['positive', 'positive']"
118:2,"maimne abhii tk kisii bhii high tech ke lie iskaa use nhiim kiyaa hai, lekin maim phle se hii ise psmd krtaa hoom।",0,[],[]
